t,p
2026-01-28 16:30:14,0.53
2026-01-28 16:40:15,0.52
2026-01-28 16:50:13,0.52
2026-01-28 17:00:15,0.52
2026-01-28 17:10:28,0.52
2026-01-28 17:20:13,0.52
2026-01-28 17:30:14,0.52
2026-01-28 17:40:13,0.52
2026-01-28 17:50:13,0.52
2026-01-28 18:00:22,0.52
2026-01-28 18:10:13,0.52
2026-01-28 18:20:13,0.52
2026-01-28 18:30:16,0.52
2026-01-28 18:40:13,0.56
2026-01-28 18:50:13,0.55
2026-01-28 19:00:15,0.55
2026-01-28 19:10:13,0.55
2026-01-28 19:20:13,0.55
2026-01-28 19:30:14,0.55
2026-01-28 19:40:13,0.55
2026-01-28 19:50:15,0.55
2026-01-28 20:00:16,0.55
2026-01-28 20:10:12,0.55
2026-01-28 20:20:13,0.55
2026-01-28 20:30:14,0.55
2026-01-28 20:40:13,0.55
2026-01-28 20:50:14,0.55
2026-01-28 21:00:15,0.55
2026-01-28 21:10:13,0.55
2026-01-28 21:20:14,0.55
2026-01-28 21:30:14,0.55
2026-01-28 21:40:14,0.55
2026-01-28 21:50:13,0.55
2026-01-28 22:00:15,0.55
2026-01-28 22:10:13,0.55
2026-01-28 22:20:14,0.55
2026-01-28 22:30:16,0.55
2026-01-28 22:40:14,0.55
2026-01-28 22:50:15,0.55
2026-01-28 23:00:15,0.55
2026-01-28 23:10:14,0.55
2026-01-28 23:20:13,0.55
2026-01-28 23:30:15,0.55
2026-01-28 23:40:14,0.57
2026-01-28 23:50:14,0.57
2026-01-29 00:00:33,0.57
2026-01-29 00:10:13,0.57
2026-01-29 00:20:13,0.57
2026-01-29 00:30:15,0.57
2026-01-29 00:40:13,0.57
2026-01-29 00:50:14,0.57
2026-01-29 01:00:15,0.57
2026-01-29 01:10:13,0.57
2026-01-29 01:20:14,0.57
2026-01-29 01:30:15,0.57
2026-01-29 01:40:13,0.57
2026-01-29 01:50:13,0.57
2026-01-29 02:00:15,0.57
2026-01-29 02:10:14,0.57
2026-01-29 02:20:14,0.57
2026-01-29 02:30:16,0.57
2026-01-29 02:40:13,0.52
2026-01-29 02:50:14,0.52
2026-01-29 03:00:18,0.52
2026-01-29 03:10:14,0.52
2026-01-29 03:20:14,0.52
2026-01-29 03:30:15,0.52
2026-01-29 03:40:14,0.52
2026-01-29 03:50:14,0.52
2026-01-29 04:00:16,0.52
2026-01-29 04:10:15,0.52
2026-01-29 04:20:14,0.52
2026-01-29 04:30:15,0.52
2026-01-29 04:40:14,0.52
2026-01-29 04:50:14,0.52
2026-01-29 05:00:15,0.52
2026-01-29 05:10:13,0.52
2026-01-29 05:20:14,0.52
2026-01-29 05:30:15,0.52
2026-01-29 05:40:13,0.52
2026-01-29 05:50:12,0.54
2026-01-29 06:00:15,0.52
2026-01-29 06:10:14,0.52
2026-01-29 06:20:14,0.52
2026-01-29 06:30:15,0.52
2026-01-29 06:40:14,0.52
2026-01-29 06:50:14,0.52
2026-01-29 07:00:16,0.52
2026-01-29 07:10:14,0.52
2026-01-29 07:20:13,0.52
2026-01-29 07:30:21,0.52
2026-01-29 07:40:16,0.52
2026-01-29 07:50:14,0.52
2026-01-29 08:00:15,0.52
2026-01-29 08:10:14,0.52
2026-01-29 08:20:13,0.52
2026-01-29 08:30:16,0.52
2026-01-29 08:40:21,0.52
2026-01-29 08:50:14,0.52
2026-01-29 09:00:17,0.53
2026-01-29 09:10:14,0.54
2026-01-29 09:20:15,0.54
2026-01-29 09:30:15,0.54
2026-01-29 09:40:14,0.54
2026-01-29 09:50:13,0.54
2026-01-29 10:00:17,0.54
2026-01-29 10:10:15,0.54
2026-01-29 10:20:14,0.54
2026-01-29 10:30:15,0.54
2026-01-29 10:40:14,0.54
2026-01-29 10:50:15,0.54
2026-01-29 11:00:16,0.54
2026-01-29 11:10:14,0.55
2026-01-29 11:20:14,0.55
2026-01-29 11:30:14,0.55
2026-01-29 11:40:15,0.55
2026-01-29 11:50:14,0.54
2026-01-29 12:00:20,0.54
2026-01-29 12:10:14,0.54
2026-01-29 12:20:13,0.54
2026-01-29 12:30:15,0.54
2026-01-29 12:40:15,0.54
2026-01-29 12:50:15,0.54
2026-01-29 13:00:15,0.54
2026-01-29 13:10:14,0.54
2026-01-29 13:20:15,0.54
2026-01-29 13:30:15,0.54
2026-01-29 13:40:14,0.54
2026-01-29 13:50:14,0.54
2026-01-29 14:00:15,0.54
2026-01-29 14:10:22,0.54
2026-01-29 14:20:15,0.54
2026-01-29 14:30:16,0.54
2026-01-29 14:40:16,0.54
2026-01-29 14:50:14,0.54
2026-01-29 15:00:16,0.54
2026-01-29 15:10:14,0.54
2026-01-29 15:30:16,0.54
2026-01-29 15:40:14,0.55
2026-01-29 16:00:15,0.54
2026-01-29 16:10:14,0.54
2026-01-29 16:20:23,0.54
2026-01-29 16:30:15,0.54
2026-01-29 16:40:15,0.54
2026-01-29 16:50:15,0.54
2026-01-29 17:00:16,0.54
2026-01-29 17:10:15,0.54
2026-01-29 17:20:14,0.54
2026-01-29 17:30:26,0.54
2026-01-29 17:40:14,0.54
2026-01-29 17:50:14,0.54
2026-01-29 18:00:17,0.54
2026-01-29 18:10:14,0.54
2026-01-29 18:20:15,0.54
2026-01-29 18:30:16,0.54
2026-01-29 18:40:22,0.54
2026-01-29 18:50:15,0.54
2026-01-29 19:00:16,0.54
2026-01-29 19:10:16,0.54
2026-01-29 19:20:28,0.54
2026-01-29 19:30:16,0.54
2026-01-29 19:40:15,0.54
2026-01-29 19:50:14,0.54
2026-01-29 20:00:26,0.54
2026-01-29 20:10:14,0.54
2026-01-29 20:20:16,0.54
2026-01-29 20:30:17,0.54
2026-01-29 20:40:14,0.54
2026-01-29 20:50:17,0.54
2026-01-29 21:00:19,0.54
2026-01-29 21:10:14,0.54
2026-01-29 21:20:13,0.54
2026-01-29 21:30:17,0.54
2026-01-29 21:40:16,0.54
2026-01-29 21:50:31,0.54
2026-01-29 22:00:16,0.54
2026-01-29 22:10:14,0.61
2026-01-29 22:20:14,0.82
2026-01-29 22:30:18,0.57
2026-01-29 22:40:13,0.59
2026-01-29 22:50:14,0.82
2026-01-29 23:00:16,0.59
2026-01-29 23:10:14,0.55
2026-01-29 23:20:22,0.62
2026-01-29 23:30:19,0.58
2026-01-29 23:40:15,0.62
2026-01-29 23:50:15,0.82
2026-01-30 00:00:21,0.62
2026-01-30 00:10:13,0.82
2026-01-30 00:20:25,0.59
2026-01-30 00:30:15,0.82
2026-01-30 00:40:20,0.82
2026-01-30 00:50:14,0.6
2026-01-30 01:00:16,0.82
2026-01-30 01:10:16,0.6
2026-01-30 01:20:14,0.83
2026-01-30 01:30:16,0.82
2026-01-30 01:40:16,0.61
2026-01-30 01:50:17,0.82
2026-01-30 02:00:16,0.82
2026-01-30 02:10:14,0.62
2026-01-30 02:20:14,0.82
2026-01-30 02:30:16,0.82
2026-01-30 02:40:21,0.6
2026-01-30 02:50:15,0.82
2026-01-30 03:00:17,0.82
2026-01-30 03:10:14,0.84
2026-01-30 03:20:15,0.82
2026-01-30 03:30:17,0.82
2026-01-30 03:40:15,0.62
2026-01-30 03:50:15,0.82
2026-01-30 04:00:16,0.81
2026-01-30 04:10:14,0.6
2026-01-30 04:20:14,0.82
2026-01-30 04:30:17,0.82
2026-01-30 04:40:14,0.6
2026-01-30 04:50:14,0.83
2026-01-30 05:00:15,0.83
2026-01-30 05:10:14,0.82
2026-01-30 05:20:13,0.78
2026-01-30 05:30:16,0.83
2026-01-30 05:40:13,0.78
2026-01-30 05:50:15,0.84
2026-01-30 06:00:16,0.83
2026-01-30 06:10:14,0.84
2026-01-30 06:20:14,0.82
2026-01-30 06:30:17,0.78
2026-01-30 06:40:13,0.84
2026-01-30 06:50:13,0.79
2026-01-30 07:00:15,0.84
2026-01-30 07:10:13,0.81
2026-01-30 07:20:13,0.84
2026-01-30 07:30:17,0.82
2026-01-30 07:40:14,0.79
2026-01-30 07:50:16,0.82
2026-01-30 08:00:15,0.82
2026-01-30 08:10:14,0.83
2026-01-30 08:20:14,0.74
2026-01-30 08:30:15,0.83
2026-01-30 08:40:15,0.82
2026-01-30 08:50:14,0.82
2026-01-30 09:00:25,0.74
2026-01-30 09:10:13,0.82
2026-01-30 09:20:14,0.82
2026-01-30 09:30:16,0.82
2026-01-30 09:40:13,0.74
2026-01-30 09:50:14,0.82
2026-01-30 10:00:15,0.82
2026-01-30 10:10:13,0.82
2026-01-30 10:20:13,0.74
2026-01-30 10:30:16,0.82
2026-01-30 10:40:14,0.82
2026-01-30 10:50:13,0.8
2026-01-30 11:00:23,0.72
2026-01-30 11:10:13,0.74
2026-01-30 11:20:15,0.8
2026-01-30 11:30:16,0.8
2026-01-30 11:40:15,0.8
2026-01-30 11:50:14,0.73
2026-01-30 12:00:28,0.82
2026-01-30 12:10:14,0.8
2026-01-30 12:20:14,0.72
2026-01-30 12:30:17,0.8
2026-01-30 12:40:15,0.8
2026-01-30 12:50:14,0.73
2026-01-30 13:00:16,0.82
2026-01-30 13:10:13,0.78
2026-01-30 13:20:15,0.78
2026-01-30 13:30:16,0.82
2026-01-30 13:40:16,0.82
2026-01-30 13:50:15,0.82
2026-01-30 14:00:16,0.82
2026-01-30 14:10:14,0.84
2026-01-30 14:20:13,0.83
2026-01-30 14:30:18,0.83
2026-01-30 14:40:14,0.81
2026-01-30 14:50:13,0.78
2026-01-30 15:00:18,0.81
2026-01-30 15:10:13,0.81
2026-01-30 15:20:15,0.78
2026-01-30 15:30:16,0.81
2026-01-30 15:40:13,0.82
2026-01-30 15:50:14,0.82
2026-01-30 16:00:17,0.82
2026-01-30 16:10:22,0.82
2026-01-30 16:20:14,0.82
2026-01-30 16:30:16,0.82
2026-01-30 16:40:15,0.81
2026-01-30 16:50:15,0.76
2026-01-30 17:00:17,0.8
2026-01-30 17:10:14,0.56
2026-01-30 17:20:15,0.81
2026-01-30 17:30:16,0.81
2026-01-30 17:40:15,0.8
2026-01-30 17:50:35,0.56
2026-01-30 18:00:17,0.8
2026-01-30 18:10:15,0.81
2026-01-30 18:20:15,0.8
2026-01-30 18:30:18,0.56
2026-01-30 18:40:16,0.8
2026-01-30 18:50:16,0.8
2026-01-30 19:00:17,0.56
2026-01-30 19:10:14,0.56
2026-01-30 19:20:14,0.82
2026-01-30 19:30:15,0.82
2026-01-30 19:40:18,0.82
2026-01-30 19:50:16,0.56
2026-01-30 20:00:16,0.8
2026-01-30 20:10:15,0.56
2026-01-30 20:20:14,0.81
2026-01-30 20:30:16,0.6
2026-01-30 20:40:15,0.82
2026-01-30 20:50:15,0.82
2026-01-30 21:00:18,0.76
2026-01-30 21:10:15,0.78
2026-01-30 21:20:13,0.78
2026-01-30 21:30:18,0.77
2026-01-30 21:40:15,0.77
2026-01-30 21:50:14,0.77
2026-01-30 22:00:19,0.77
2026-01-30 22:10:29,0.77
2026-01-30 22:20:14,0.78
2026-01-30 22:30:17,0.76
2026-01-30 22:40:14,0.57
2026-01-30 22:50:14,0.57
2026-01-30 23:00:16,0.57
2026-01-30 23:10:15,0.57
2026-01-30 23:20:15,0.57
2026-01-30 23:30:16,0.57
2026-01-30 23:35:15,0.57
